Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
05/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/11/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/11/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/12/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/12/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/13/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/13/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/14/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/14/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/15/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/15/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/16/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/16/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/17/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/17/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/18/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/18/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/19/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/19/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/20/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/20/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/21/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/21/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/22/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/22/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/23/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/23/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/24/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/24/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/25/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/25/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/27/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/27/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/28/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/28/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/29/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/29/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/30/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/30/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
05/31/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
05/31/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/01/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/01/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
06/02/15,UDEM16_VS,0,0.000,0.000,0.000,,0.534
06/02/15,UREP16_VS,0,0.000,0.000,0.000,,0.528
